"name","year","kilom","fuel","trans","owner","mileage","engine","power","seats","pricedol"
"Hyundai Grand i10 AT Asta","2015","32000","Petrol","Automatic","First","18.9","1197","82","5","67200"
"Hyundai Grand i10 1,2 Kappa Sportz","2016","29091","Petrol","Manual","First","18.9","1197","81.86","5","68180"
"Hyundai Grand i10 1,2 Kappa Magna","2017","12248","Petrol","Manual","First","18.9","1197","81.86","5","68600"
"Hyundai Grand i10 AT Asta","2015","29631","Petrol","Automatic","First","18.9","1197","82","5","68600"
"Hyundai Grand i10 Asta Option","2014","30000","Petrol","Manual","Second","18.9","1197","82","5","68600"
"Hyundai Grand i10 Sportz","2015","15000","Petrol","Manual","First","18.9","1197","82","5","68600"
"Hyundai Grand i10 Magna","2014","48031","Petrol","Manual","First","18.9","1197","82","5","69720"
"Hyundai Grand i10 1,2 Kappa Magna","2017","8471","Petrol","Manual","First","18.9","1197","81.86","5","70000"
"Hyundai Grand i10 1,2 Kappa Magna","2017","31184","Petrol","Manual","First","18.9","1197","81.86","5","70000"
"Hyundai Grand i10 Asta Option","2016","25000","Petrol","Manual","First","18.9","1197","82","5","70000"
"Hyundai Grand i10 Sportz","2016","19947","Petrol","Manual","First","18.9","1197","82","5","70560"
"Hyundai Grand i10 1,2 Kappa Sportz","2016","28147","Petrol","Manual","First","18.9","1197","81.86","5","70980"
"Hyundai Grand i10 Sportz","2018","1800","Petrol","Manual","First","18.9","1197","82","5","71400"
"Hyundai Grand i10 AT Asta","2015","46000","Petrol","Automatic","First","18.9","1197","82","5","71400"
"Hyundai Grand i10 Asta Option","2017","13000","Petrol","Manual","First","18.9","1197","82","5","72100"
"Hyundai Grand i10 Asta Option AT","2016","15000","Petrol","Automatic","First","18.9","1197","82","5","74900"
"Hyundai Grand i10 Sportz","2017","17125","Petrol","Manual","First","18.9","1197","82","5","75600"
"Hyundai Grand i10 AT Asta","2016","18000","Petrol","Automatic","First","18.9","1197","82","5","75600"
"Hyundai Grand i10 AT Asta","2014","21000","Petrol","Automatic","First","18.9","1197","82","5","75600"
"Hyundai Grand i10 Sportz","2016","26038","Petrol","Manual","First","18.9","1197","82","5","76020"
"Hyundai Grand i10 Magna AT","2016","9000","Petrol","Automatic","First","18.9","1197","82","5","76300"
"Hyundai Grand i10 SportZ Edition","2018","40322","Petrol","Manual","First","18.9","1197","81.86","5","77000"
"Hyundai Grand i10 1,2 Kappa Sportz","2014","33496","Petrol","Manual","First","18.9","1197","81.86","5","77000"
"Hyundai Grand i10 Asta","2016","51866","Petrol","Manual","First","18.9","1197","82","5","77000"
"Hyundai Grand i10 AT Asta","2015","15000","Petrol","Automatic","First","18.9","1197","82","5","77000"
"Hyundai Grand i10 Asta","2015","25000","Petrol","Manual","First","18.9","1197","82","5","77000"
"Hyundai Grand i10 1,2 Kappa Magna","2018","46493","Petrol","Manual","First","18.9","1197","81.86","5","77420"
"Hyundai Grand i10 1,2 Kappa Sportz","2018","3958","Petrol","Manual","First","18.9","1197","81.86","5","77700"
"Hyundai Grand i10 AT Asta","2015","61717","Petrol","Automatic","First","18.9","1197","82","5","77980"
"Hyundai Grand i10 1,2 Kappa Sportz Option","2017","14700","Petrol","Manual","First","18.9","1197","81.86","5","78400"
"Hyundai Grand i10 Asta","2017","74515","Petrol","Manual","First","18.9","1197","82","5","78960"
"Hyundai Grand i10 Sportz","2015","36840","Petrol","Manual","First","18.9","1197","82","5","78960"
"Hyundai Grand i10 1,2 Kappa Asta","2017","51223","Petrol","Manual","First","18.9","1197","81.86","5","79240"
"Hyundai Grand i10 AT Asta","2015","69053","Petrol","Automatic","First","18.9","1197","82","5","80080"
"Hyundai Grand i10 1,2 Kappa Sportz","2018","9434","Petrol","Manual","First","18.9","1197","81.86","5","80500"
"Hyundai Grand i10 Sportz","2016","16000","Petrol","Manual","First","18.9","1197","82","5","80500"
"Hyundai Grand i10 Asta Option","2015","50000","Petrol","Manual","First","18.9","1197","82","5","80500"
"Hyundai Grand i10 AT Asta","2015","37081","Petrol","Automatic","First","18.9","1197","82","5","80780"
"Hyundai Grand i10 Sportz","2018","43698","Petrol","Manual","First","18.9","1197","82","5","81200"
"Hyundai Grand i10 Sportz","2017","33284","Petrol","Manual","First","18.9","1197","82","5","81760"
"Hyundai Grand i10 1,2 Kappa Sportz","2018","10000","Petrol","Manual","First","18.9","1197","81.86","5","81900"
"Hyundai Grand i10 1,2 Kappa Sportz","2017","38712","Petrol","Manual","First","18.9","1197","81.86","5","82180"
"Hyundai Grand i10 Asta Option","2016","44178","Petrol","Manual","First","18.9","1197","82","5","82320"
"Hyundai Grand i10 1,2 Kappa Asta","2016","37429","Petrol","Manual","First","18.9","1197","81.86","5","82460"
"Hyundai Grand i10 AT Asta","2015","33931","Petrol","Automatic","Second","18.9","1197","82","5","82740"
"Hyundai Grand i10 1,2 Kappa Asta","2017","20000","Petrol","Manual","First","18.9","1197","81.86","5","83720"
"Hyundai Grand i10 1,2 Kappa Asta","2017","22500","Petrol","Manual","First","18.9","1197","81.86","5","83860"
"Hyundai Grand i10 Asta Option AT","2017","17489","Petrol","Automatic","First","18.9","1197","82","5","83860"
"Hyundai Grand i10 1,2 Kappa Asta","2016","43041","Petrol","Manual","First","18.9","1197","81.86","5","84140"
"Hyundai Grand i10 Sportz","2017","23540","Petrol","Manual","First","18.9","1197","82","5","84280"
"Hyundai Grand i10 1,2 Kappa Sportz","2018","10393","Petrol","Manual","First","18.9","1197","81.86","5","84420"
"Hyundai Grand i10 Sportz","2017","47774","Petrol","Manual","First","18.9","1197","82","5","84560"
"Hyundai Grand i10 1,2 Kappa Sportz","2018","20689","Petrol","Manual","First","18.9","1197","81.86","5","84980"
"Hyundai Grand i10 1,2 Kappa Asta","2017","62788","Petrol","Manual","First","18.9","1197","81.86","5","85120"
"Hyundai Grand i10 1,2 Kappa Sportz","2019","18453","Petrol","Manual","First","18.9","1197","81.86","5","86380"
"Hyundai Grand i10 Sportz","2017","22831","Petrol","Manual","First","18.9","1197","82","5","86660"
"Hyundai Grand i10 1,2 Kappa Magna AT","2018","3000","Petrol","Automatic","First","18.9","1197","81.86","5","86800"
"Hyundai Grand i10 AT Asta","2016","21000","Petrol","Automatic","First","18.9","1197","82","5","86800"
"Hyundai Grand i10 AT Asta","2016","36139","Petrol","Automatic","Second","18.9","1197","82","5","88200"
"Hyundai Grand i10 Asta","2018","20492","Petrol","Manual","First","18.9","1197","82","5","88760"
"Hyundai Grand i10 Asta","2016","61578","Petrol","Manual","First","18.9","1197","82","5","89600"
"Hyundai Grand i10 1,2 Kappa Sportz Option","2019","13916","Petrol","Manual","First","18.9","1197","81.86","5","90160"
"Hyundai Grand i10 1,2 Kappa Asta","2019","1000","Petrol","Manual","First","18.9","1197","81.86","5","91000"
"Hyundai Grand i10 1,2 Kappa Asta","2018","10000","Petrol","Manual","First","18.9","1197","81.86","5","91000"
"Hyundai Grand i10 1,2 Kappa Magna AT","2018","5354","Petrol","Automatic","First","18.9","1197","81.86","5","94640"
"Hyundai Grand i10 1,2 Kappa Magna AT","2019","12153","Petrol","Automatic","First","18.9","1197","81.86","5","95760"
"Hyundai Grand i10 Asta Option AT","2017","27417","Petrol","Automatic","First","18.9","1197","82","5","96460"
"Hyundai Grand i10 AT Asta","2017","19168","Petrol","Automatic","First","18.9","1197","82","5","97020"
"Hyundai Grand i10 AT Asta","2017","23576","Petrol","Automatic","First","18.9","1197","82","5","99120"
"Hyundai Grand i10 Asta Option AT","2017","28052","Petrol","Automatic","First","18.9","1197","82","5","101080"
"Hyundai Grand i10 1,2 Kappa Sportz AT","2018","20667","Petrol","Automatic","First","18.9","1197","81.86","5","105700"
"Hyundai Grand i10 AT Asta","2017","22526","Petrol","Automatic","First","18.9","1197","82","5","106400"
"Hyundai Grand i10 Asta Option","2017","31576","Petrol","Manual","First","18.9","1197","82","5","109900"
"Hyundai Xcent 1,2 Kappa SX Option","2016","50000","Petrol","Manual","First","19.1","1197","82","5","35000"
"Hyundai Xcent 1,2 Kappa S Option","2014","42000","Petrol","Manual","First","19.1","1197","81.86","5","48300"
"Hyundai Xcent 1,2 Kappa S Option","2015","39871","Petrol","Manual","First","19.1","1197","81.86","5","49000"
"Hyundai Xcent 1,2 Kappa S","2016","146000","Petrol","Manual","Second","19.1","1197","82","5","49000"
"Maruti Swift Dzire VXI","2013","40000","Petrol","Manual","First","19.1","1197","85.8","5","49700"
"Maruti Swift Dzire VXI","2014","33485","Petrol","Manual","First","19.1","1197","85.8","5","50260"
"Hyundai Xcent 1,2 Kappa SX","2016","32000","Petrol","Manual","First","19.1","1197","82","5","50400"
"Hyundai Xcent 1,2 Kappa S Option","2014","52000","Petrol","Manual","First","19.1","1197","81.86","5","52500"
"Hyundai Xcent 1,2 Kappa S","2014","51000","Petrol","Manual","First","19.1","1197","82","5","53900"
"Maruti Swift Dzire VXI","2012","88000","Petrol","Manual","First","19.1","1197","85.8","5","53900"
"Maruti Swift Dzire LXI","2014","56510","Petrol","Manual","First","19.1","1197","85.8","5","54600"
"Maruti Swift Dzire VXI","2014","33000","Petrol","Manual","First","19.1","1197","85.8","5","55860"
"Maruti Swift Dzire VXI","2014","45000","Petrol","Manual","First","19.1","1197","85.8","5","55860"
"Hyundai Xcent 1,2 Kappa S","2014","12500","Petrol","Manual","First","19.1","1197","82","5","58100"
"Maruti Swift Dzire LXI","2013","59350","Petrol","Manual","First","19.1","1197","85.8","5","58240"
"Maruti Swift Dzire VXI","2014","48800","Petrol","Manual","First","19.1","1197","85.8","5","59500"
"Hyundai Xcent 1,2 Kappa S","2014","7400","Petrol","Manual","First","19.1","1197","82","5","60900"
"Maruti Swift Dzire VXI","2016","18000","Petrol","Manual","First","19.1","1197","85.8","5","61600"
"Maruti Swift Dzire ZXI","2014","48241","Petrol","Manual","First","19.1","1197","85.8","5","63000"
"Maruti Swift Dzire VXI","2012","69242","Petrol","Manual","First","19.1","1197","85.8","5","65660"
"Hyundai Xcent 1,2 Kappa SX Option","2015","41721","Petrol","Manual","First","19.1","1197","82","5","65800"
"Maruti Swift Dzire VXI","2012","65097","Petrol","Manual","First","19.1","1197","85.8","5","65800"
"Hyundai Xcent 1,2 Kappa Base","2016","48163","Petrol","Manual","First","19.1","1197","82","5","67900"
"Hyundai Xcent 1,2 Kappa Base","2015","23000","Petrol","Manual","First","19.1","1197","82","5","68600"
"Maruti Swift Dzire VXI","2014","68218","Petrol","Manual","First","19.1","1197","85.8","5","68600"
"Hyundai Xcent 1,2 Kappa SX","2016","10200","Petrol","Manual","First","19.1","1197","82","5","69860"
"Maruti Swift Dzire VXI","2013","38623","Petrol","Manual","First","19.1","1197","85.8","5","70000"
"Hyundai Xcent 1,2 Kappa S Option","2017","28360","Petrol","Manual","First","19.1","1197","81.86","5","71680"
"Maruti Swift Dzire VXI","2016","32000","Petrol","Manual","First","19.1","1197","85.8","5","74200"
"Maruti Swift Dzire VXI","2014","58310","Petrol","Manual","Second","19.1","1197","85.8","5","75460"
"Hyundai Xcent 1,2 Kappa S Option","2016","36216","Petrol","Manual","First","19.1","1197","81.86","5","76160"
"Hyundai Xcent 1,2 Kappa S","2015","45960","Petrol","Manual","First","19.1","1197","82","5","77840"
"Maruti Swift Dzire VXI","2014","47674","Petrol","Manual","First","19.1","1197","85.8","5","80080"
"Hyundai Xcent 1,2 Kappa SX","2017","15029","Petrol","Manual","First","19.1","1197","82","5","84700"
"Hyundai Xcent 1,2 Kappa S Option","2016","21495","Petrol","Manual","First","19.1","1197","81.86","5","86240"
"Hyundai Xcent 1,2 Kappa S","2017","38932","Petrol","Manual","First","19.1","1197","82","5","86940"
"Maruti Swift Dzire VXI","2015","33195","Petrol","Manual","First","19.1","1197","85.8","5","87640"
"Maruti Swift Dzire VXI","2014","57676","Petrol","Manual","First","19.1","1197","85.8","5","93660"
"Hyundai i10 Magna AT","2009","21000","Petrol","Automatic","First","19.2","1197","80","5","36400"
"Hyundai i10 Asta Sunroof AT","2011","54000","Petrol","Automatic","First","19.2","1197","80","5","40600"
"Hyundai i10 Magna AT","2008","58483","Petrol","Automatic","Second","19.2","1197","80","5","41300"
"Hyundai i10 Magna AT","2009","60000","Petrol","Automatic","First","19.2","1197","80","5","41860"
"Hyundai i10 Magna AT","2009","50902","Petrol","Automatic","First","19.2","1197","80","5","42000"
"Hyundai i10 Magna AT","2010","30566","Petrol","Automatic","First","19.2","1197","80","5","46480"
"Hyundai i10 Magna AT","2011","50058","Petrol","Automatic","First","19.2","1197","80","5","53760"
"Hyundai i10 Asta 1,2 AT with Sunroof","2011","54348","Petrol","Automatic","First","19.2","1197","80","5","56000"
"Hyundai i10 Asta Sunroof AT","2013","89000","Petrol","Automatic","First","19.2","1197","80","5","58660"
"Hyundai Xcent 1,2 VTVT SX","2014","64241","Petrol","Manual","First","20.14","1197","81.86","5","51380"
"Hyundai Xcent 1,2 VTVT E Plus","2018","31000","Petrol","Manual","First","20.14","1197","81.86","5","70000"
"Hyundai Xcent 1,2 VTVT E","2018","40000","Petrol","Manual","First","20.14","1197","81.86","5","70000"
"Hyundai Xcent 1,2 VTVT S","2014","54000","Petrol","Manual","First","20.14","1197","81.86","5","77000"
"Hyundai Xcent 1,2 VTVT S","2015","65743","Petrol","Manual","First","20.14","1197","81.86","5","86800"
"Hyundai i10 Magna 1,2","2008","62000","Petrol","Manual","Second","20.36","1197","78.9","5","23100"
"Hyundai i10 Sportz 1,2","2009","40000","Petrol","Manual","First","20.36","1197","78.9","5","23800"
"Hyundai i10 Sportz","2009","43002","Petrol","Manual","First","20.36","1197","78.9","5","26880"
"Hyundai i10 Sportz 1,2","2009","68000","Petrol","Manual","Third","20.36","1197","78.9","5","27300"
"Hyundai i10 Magna","2008","38235","Petrol","Manual","First","20.36","1197","78.9","5","27300"
"Hyundai i10 Magna","2007","71600","Petrol","Manual","Second","20.36","1197","78.9","5","28000"
"Hyundai i10 Asta","2010","32000","Petrol","Manual","First","20.36","1197","78.9","5","28980"
"Hyundai i10 Sportz","2009","62500","Petrol","Manual","First","20.36","1197","78.9","5","29400"
"Hyundai i10 Magna 1,2","2010","81402","Petrol","Manual","Second","20.36","1197","78.9","5","29400"
"Hyundai i10 Sportz 1,2","2010","77000","Petrol","Manual","Second","20.36","1197","78.9","5","29400"
"Hyundai i10 Sportz 1,2","2010","62000","Petrol","Manual","First","20.36","1197","78.9","5","29400"
"Hyundai i10 Sportz","2009","48000","Petrol","Manual","First","20.36","1197","78.9","5","29540"
"Hyundai i10 Magna 1,2","2011","38002","Petrol","Manual","First","20.36","1197","78.9","5","30100"
"Hyundai i10 Sportz 1,2","2011","37000","Petrol","Manual","First","20.36","1197","78.9","5","30800"
"Hyundai i10 Magna 1,2","2011","35082","Petrol","Manual","First","20.36","1197","78.9","5","30940"
"Hyundai i10 Sportz 1,2","2009","95980","Petrol","Manual","First","20.36","1197","78.9","5","31500"
"Hyundai i10 Magna 1,2 iTech SE","2012","31000","Petrol","Manual","First","20.36","1197","78.9","5","31500"
"Hyundai i10 Magna","2010","55980","Petrol","Manual","First","20.36","1197","78.9","5","31500"
"Hyundai i10 Sportz 1,2","2010","72400","Petrol","Manual","Second","20.36","1197","78.9","5","32200"
"Hyundai i10 Magna","2013","21000","Petrol","Manual","First","20.36","1197","78.9","5","32900"
"Hyundai i10 Magna 1,2","2012","29000","Petrol","Manual","First","20.36","1197","78.9","5","32900"
"Hyundai i10 Magna 1,2","2010","62000","Petrol","Manual","First","20.36","1197","78.9","5","33600"
"Hyundai i10 Magna","2012","58235","Petrol","Manual","First","20.36","1197","78.9","5","34300"
"Hyundai i10 Asta","2011","43000","Petrol","Manual","First","20.36","1197","78.9","5","34860"
"Hyundai i10 Sportz","2008","84000","Petrol","Manual","First","20.36","1197","78.9","5","35000"
"Hyundai i10 Magna 1,2","2012","62000","Petrol","Manual","First","20.36","1197","78.9","5","35000"
"Hyundai i10 Magna","2010","66770","Petrol","Manual","Second","20.36","1197","78.9","5","36400"
"Hyundai i10 Sportz","2011","39000","Petrol","Manual","First","20.36","1197","78.9","5","36400"
"Hyundai i10 Sportz","2013","25000","Petrol","Manual","First","20.36","1197","78.9","5","37100"
"Hyundai i10 Magna 1,2","2011","40496","Petrol","Manual","First","20.36","1197","78.9","5","37100"
"Hyundai i10 Magna","2011","41000","Petrol","Manual","First","20.36","1197","78.9","5","37100"
"Hyundai i10 Magna 1,2","2009","620000","Petrol","Manual","First","20.36","1197","78.9","5","37800"
"Hyundai i10 Magna 1,2","2013","60000","Petrol","Manual","First","20.36","1197","78.9","5","38500"
"Hyundai i10 Sportz","2011","35000","Petrol","Manual","First","20.36","1197","78.9","5","38500"
"Hyundai i10 Sportz","2013","62334","Petrol","Manual","First","20.36","1197","78.9","5","38500"
"Hyundai i10 Magna 1,2","2012","55231","Petrol","Manual","Second","20.36","1197","78.9","5","38920"
"Hyundai i10 Magna 1,2 iTech SE","2012","45275","Petrol","Manual","First","20.36","1197","78.9","5","39200"
"Hyundai i10 Magna 1,2","2010","70600","Petrol","Manual","First","20.36","1197","78.9","5","39200"
"Hyundai i10 Sportz","2014","90000","Petrol","Manual","Second","20.36","1197","78.9","5","39200"
"Hyundai i10 Sportz","2012","59000","Petrol","Manual","First","20.36","1197","78.9","5","39900"
"Hyundai i10 Magna 1,2","2012","51000","Petrol","Manual","First","20.36","1197","78.9","5","39900"
"Hyundai i10 Sportz 1,2","2015","18000","Petrol","Manual","First","20.36","1197","78.9","5","39900"
"Hyundai i10 Magna 1,2","2009","84045","Petrol","Manual","First","20.36","1197","78.9","5","39900"
"Hyundai i10 Sportz","2010","69000","Petrol","Manual","First","20.36","1197","78.9","5","40600"
"Hyundai i10 Magna 1,2 iTech SE","2011","9489","Petrol","Manual","First","20.36","1197","78.9","5","41300"
"Hyundai i10 Magna","2013","63265","Petrol","Manual","First","20.36","1197","78.9","5","41300"
"Hyundai i10 Sportz","2013","54500","Petrol","Manual","Third","20.36","1197","78.9","5","41300"
"Hyundai i10 Sportz","2012","49000","Petrol","Manual","First","20.36","1197","78.9","5","42000"
"Hyundai i10 Sportz 1,2","2010","50000","Petrol","Manual","First","20.36","1197","78.9","5","42000"
"Hyundai i10 Magna 1,2","2013","75049","Petrol","Manual","Second","20.36","1197","78.9","5","42000"
"Hyundai i10 Sportz","2010","26966","Petrol","Manual","First","20.36","1197","78.9","5","42000"
"Hyundai i10 Sportz","2012","57184","Petrol","Manual","First","20.36","1197","78.9","5","43260"
"Hyundai i10 Magna 1,2","2010","74000","Petrol","Manual","First","20.36","1197","78.9","5","43400"
"Hyundai i10 Magna","2015","34951","Petrol","Manual","Second","20.36","1197","78.9","5","44100"
"Hyundai i10 Sportz","2012","70000","Petrol","Manual","First","20.36","1197","78.9","5","44100"
"Hyundai i10 Magna","2011","65423","Petrol","Manual","First","20.36","1197","78.9","5","44240"
"Hyundai i10 Sportz","2012","42591","Petrol","Manual","First","20.36","1197","78.9","5","44800"
"Hyundai i10 Sportz 1,2","2011","60000","Petrol","Manual","First","20.36","1197","78.9","5","44800"
"Hyundai i10 Sportz","2012","53000","Petrol","Manual","First","20.36","1197","78.9","5","44800"
"Hyundai i10 Magna","2012","37333","Petrol","Manual","First","20.36","1197","78.9","5","45080"
"Hyundai i10 Sportz","2010","36000","Petrol","Manual","Second","20.36","1197","78.9","5","45500"
"Hyundai i10 Sportz","2014","60000","Petrol","Manual","First","20.36","1197","78.9","5","45500"
"Hyundai i10 Sportz 1,2","2015","28000","Petrol","Manual","First","20.36","1197","78.9","5","47600"
"Hyundai i10 Magna 1,2","2013","46821","Petrol","Manual","First","20.36","1197","78.9","5","47880"
"Hyundai i10 Sportz 1,2","2010","29000","Petrol","Manual","First","20.36","1197","78.9","5","48300"
"Hyundai i10 Sportz 1,2","2013","59000","Petrol","Manual","First","20.36","1197","78.9","5","48300"
"Hyundai i10 Sportz 1,2","2011","84912","Petrol","Manual","First","20.36","1197","78.9","5","49000"
"Hyundai i10 Magna","2015","43571","Petrol","Manual","First","20.36","1197","78.9","5","49700"
"Hyundai i10 Sportz Option","2013","45000","Petrol","Manual","First","20.36","1197","78.9","5","49700"
"Hyundai i10 Sportz","2016","7000","Petrol","Manual","First","20.36","1197","78.9","5","50400"
"Hyundai i10 Sportz 1,2","2012","45000","Petrol","Manual","First","20.36","1197","78.9","5","51100"
"Hyundai i10 Magna","2011","50436","Petrol","Manual","First","20.36","1197","78.9","5","51100"
"Hyundai i10 Sportz","2014","47003","Petrol","Manual","First","20.36","1197","78.9","5","51380"
"Hyundai i10 Magna","2014","51000","Petrol","Manual","First","20.36","1197","78.9","5","52500"
"Hyundai i10 Sportz","2015","20000","Petrol","Manual","First","20.36","1197","78.9","5","52500"
"Hyundai i10 Asta","2011","86000","Petrol","Manual","First","20.36","1197","78.9","5","52500"
"Hyundai i10 Sportz","2015","16900","Petrol","Manual","First","20.36","1197","78.9","5","54180"
"Hyundai i10 Asta","2015","75915","Petrol","Manual","First","20.36","1197","78.9","5","54600"
"Hyundai i10 Magna 1,2","2017","49045","Petrol","Manual","First","20.36","1197","78.9","5","56980"
"Hyundai i10 Magna","2012","43766","Petrol","Manual","First","20.36","1197","78.9","5","60200"
"Hyundai i10 Magna 1,2","2013","36264","Petrol","Manual","First","20.36","1197","78.9","5","60480"
"Hyundai i10 Sportz 1,2","2014","47439","Petrol","Manual","First","20.36","1197","78.9","5","62860"
"Hyundai i10 Sportz","2016","19947","Petrol","Manual","First","20.36","1197","78.9","5","63000"
"Hyundai i10 Sportz","2012","47324","Petrol","Manual","Second","20.36","1197","78.9","5","63280"
"Hyundai i10 Sportz","2016","21456","Petrol","Manual","First","20.36","1197","78.9","5","63700"
"Hyundai i10 Sportz","2013","32776","Petrol","Manual","First","20.36","1197","78.9","5","64960"
"Hyundai i10 Sportz","2014","31446","Petrol","Manual","First","20.36","1197","78.9","5","65240"
"Hyundai i10 Sportz","2015","41008","Petrol","Manual","Second","20.36","1197","78.9","5","68180"
"Maruti Swift VXI BSIV","2008","69000","Petrol","Manual","Second","20.4","1197","81.8","5","30100"
"Maruti Swift VXI BSIV","2006","80010","Petrol","Manual","Second","20.4","1197","81.8","5","39900"
"Maruti Swift LXI BSIV","2008","50121","Petrol","Manual","First","20.4","1197","83.11","5","47740"
"Maruti Swift VXI BSIV","2014","42000","Petrol","Manual","Second","20.4","1197","81.8","5","50400"
"Maruti Swift LXI Option","2015","29500","Petrol","Manual","First","20.4","1197","81.8","5","58100"
"Maruti Swift VXI BSIV","2016","29401","Petrol","Manual","First","20.4","1197","81.8","5","60340"
"Maruti Swift VXI BSIV","2015","36100","Petrol","Manual","First","20.4","1197","81.8","5","63000"
"Maruti Swift VXI BSIV","2017","13000","Petrol","Manual","First","20.4","1197","81.8","5","65100"
"Maruti Swift ZXI","2016","34000","Petrol","Manual","First","20.4","1197","81.8","5","69300"
"Maruti Swift VXI BSIV","2016","30000","Petrol","Manual","First","20.4","1197","81.8","5","70000"
"Maruti Swift VXI BSIV","2016","9107","Petrol","Manual","First","20.4","1197","81.8","5","72100"
"Maruti Swift VXI BSIV","2016","37806","Petrol","Manual","First","20.4","1197","81.8","5","72800"
"Maruti Swift VXI Optional","2017","42527","Petrol","Manual","First","20.4","1197","81.8","5","73780"
"Maruti Swift VXI BSIV","2014","61922","Petrol","Manual","First","20.4","1197","81.8","5","74200"
"Maruti Swift VXI Optional","2017","37124","Petrol","Manual","First","20.4","1197","81.8","5","76160"
"Maruti Swift ZXI","2016","19000","Petrol","Manual","First","20.4","1197","81.8","5","77700"
"Maruti Swift VXI Optional","2017","31696","Petrol","Manual","First","20.4","1197","81.8","5","80500"
"Maruti Swift VXI Optional","2017","26327","Petrol","Manual","First","20.4","1197","81.8","5","82040"
"Maruti Swift ZXI","2015","40000","Petrol","Manual","First","20.4","1197","81.8","5","82600"
"Maruti Swift VXI BSIV","2017","27872","Petrol","Manual","Second","20.4","1197","81.8","5","83300"
"Maruti Swift VXI Optional","2017","24005","Petrol","Manual","First","20.4","1197","81.8","5","86800"
"Maruti Swift VXI BSIV","2016","57932","Petrol","Manual","First","20.4","1197","81.8","5","89460"
"Maruti Swift Dzire LXI","2015","107000","Petrol","Manual","First","20.85","1197","83.14","5","56000"
"Maruti Swift Dzire LXI","2015","24296","Petrol","Manual","First","20.85","1197","83.14","5","65100"
"Maruti Swift Dzire VXI Optional","2015","49900","Petrol","Manual","First","20.85","1197","83.14","5","67200"
"Maruti Swift Dzire VXI","2015","19000","Petrol","Manual","First","20.85","1197","83.14","5","73500"
"Maruti Swift Dzire ZXI","2015","24782","Petrol","Manual","First","20.85","1197","83.14","5","86940"
"Maruti Swift Dzire ZXI","2017","28000","Petrol","Manual","First","20.85","1197","83.14","5","87500"
"Maruti Swift Dzire VXI","2018","10671","Petrol","Manual","First","20.85","1197","83.14","5","91140"
"Maruti Swift Dzire ZXI","2017","37282","Petrol","Manual","First","20.85","1197","83.14","5","94500"
"Maruti Ignis 1,2 Delta","2019","12076","Petrol","Manual","First","20.89","1197","81.8","5","77000"
"Maruti Ignis 1,2 Alpha","2017","7000","Petrol","Manual","First","20.89","1197","81.8","5","79800"
"Maruti Ignis 1,2 Delta","2019","16862","Petrol","Manual","First","20.89","1197","81.8","5","84840"
"Maruti Ignis 1,2 Alpha","2017","1000","Petrol","Manual","First","20.89","1197","81.8","5","89040"
"Maruti Ignis 1,2 AMT Alpha","2019","3906","Petrol","Automatic","First","20.89","1197","81.8","5","103040"
"Maruti Ritz VXI","2010","75319","Petrol","Manual","Second","21.1","1197","85.8","5","28000"
"Maruti Ritz VXI","2014","33000","Petrol","Manual","First","21.1","1197","85.8","5","45500"
"Maruti Ritz VXI","2012","68776","Petrol","Manual","First","21.1","1197","85.8","5","54600"
"Maruti Ritz VXI","2014","32500","Petrol","Manual","Second","21.1","1197","85.8","5","56700"
"Maruti Ritz LXI","2013","80264","Petrol","Manual","First","21.1","1197","85.8","5","60200"
"Maruti Ritz VXI ABS","2016","30232","Petrol","Manual","First","21.1","1197","85.8","5","81340"
"Maruti Ritz ZXI","2016","40052","Petrol","Manual","First","21.1","1197","85.8","5","86380"
"Maruti Baleno Delta 1,2","2017","27000","Petrol","Manual","First","21.4","1197","83.1","5","63000"
"Maruti Baleno Delta 1,2","2016","50003","Petrol","Manual","First","21.4","1197","83.1","5","76300"
"Maruti Baleno Sigma 1,2","2016","8500","Petrol","Manual","First","21.4","1197","83.1","5","76860"
"Maruti Baleno Sigma 1,2","2017","15544","Petrol","Manual","First","21.4","1197","83.1","5","79100"
"Maruti Baleno Zeta CVT","2016","20000","Petrol","Automatic","First","21.4","1197","83.1","5","80360"
"Maruti Baleno Delta","2016","12573","Petrol","Manual","First","21.4","1197","83.1","5","81200"
"Maruti Baleno Delta 1,2","2016","14930","Petrol","Manual","First","21.4","1197","83.1","5","81900"
"Maruti Baleno Zeta 1,2","2016","12000","Petrol","Manual","First","21.4","1197","83.1","5","85400"
"Maruti Baleno Delta Automatic","2017","44000","Petrol","Automatic","First","21.4","1197","83.1","5","86800"
"Maruti Baleno Zeta 1,2","2016","21000","Petrol","Manual","First","21.4","1197","83.1","5","86940"
"Maruti Baleno Zeta 1,2","2016","30965","Petrol","Manual","First","21.4","1197","83.1","5","87500"
"Maruti Baleno Delta","2017","15134","Petrol","Manual","First","21.4","1197","83.1","5","89180"
"Maruti Baleno Zeta Automatic","2016","27809","Petrol","Automatic","First","21.4","1197","83.1","5","89740"
"Maruti Baleno Alpha 1,2","2016","27000","Petrol","Manual","First","21.4","1197","83.1","5","91000"
"Maruti Baleno Sigma 1,2","2018","23714","Petrol","Manual","First","21.4","1197","83.1","5","91980"
"Maruti Baleno Zeta 1,2","2018","13000","Petrol","Manual","First","21.4","1197","83.1","5","92400"
